id,review_scores_rating,number_of_reviews,name,description,neighborhood_overview,host_since,host_response_time,host_response_rate,latitude,longitude,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,distance_km
1351566250260146517,5.0,1,"Gartenwohnung mit viel Platz, hell und ruhig","Our beautiful garden apartment in a quiet neighborhood invites you to work and just be. <br /><br />On the covered terrace with the gas grill and the view into the well-kept garden you can enjoy the evenings. <br /><br />In our neighborhood with only one access, you feel like you're in the village, but you're still in the middle of the city. The public transport is just a few meters away, there is always something for parking.<br /><br />We are open people and happy to welcome visitors.",,2018-12-13,within a day,100%,48.19733,11.58939,1.0,1.0,1.0,260.0,3,21,6.746094366303147
1352016195992405553,5.0,4,Exklusives Apartment am Englischen Garten,Enjoy this light-flooded apartment with a large terrace in one of Munich's most desirable residential areas – directly on the Isar and the English Garden. Cafes and shopping are steps away. Perfect for business travelers and city explorers who appreciate exclusivity and tranquility in a central location.,,2025-02-08,within an hour,100%,48.15038,11.60295,1.0,1.0,1.0,270.0,3,365,2.501372687774804
1352073402807045424,5.0,8,20sqm Room in Munich - Neuperlach Zentrum - Green,"20 sqm room with balcony and sofa bed available for rent in Munich’s Neuperlach Zentrum. Includes access to shared bathroom, toilet, and kitchen. Fully furnished with high-speed internet and secure building. Conveniently located near the subway and shopping center. Ideal for travelers, professionals, or anyone seeking a comfortable temporary home in Munich.",,2025-01-19,within an hour,100%,48.09818841762032,11.651762913434476,0.5,1.0,1.0,54.0,1,90,7.147919066635204
1352323717719480618,,0,Ruhige 2-Zimmer-Whg Schwabing/Maxvorstadt 52qm,"Best location between Schwabing and Maxvorstadt near Giselastrasse. Quiet courtyard. Completely renovated 2 bedroom dream apartment with parquet, brand new kitchen and underfloor heating in the bathroom. We show the apartment via video call before renting",,2014-04-29,within an hour,100%,48.15611,11.57893,1.0,1.0,1.0,175.0,14,365,2.0988664058972115
1352346026793004934,4.5,10,Zimmer zu vermieten,Close to Hönigschmidplatz bus stop,,2024-11-11,within a few hours,63%,48.12868,11.49003,1.0,1.0,1.0,36.0,1,365,6.411650874318018
1352824099335222482,5.0,3,Loft - Wohnung City mit Dachterrasse,A unique place to spend a special time in Munich. Walking distance to the main train station and the Theresienwiese.<br />The apartment is located on the 2nd floor in a quiet back building location.<br />The fantastic and large roof garden invites you to relax and relax. Various restaurants and shopping are very close by.,,2013-06-13,within a day,100%,48.13680223974888,11.556623784130874,1.0,1.0,1.0,367.0,1,4,1.3975821222300435
1353517411055794437,4.33,12,3 Zimmer Wohnung Freimann,"Feel at home in our fully equipped apartment and enjoy nature around you despite its central location and being close to the city. In just a few minutes you can walk to the English garden, the Isarauen, supermarkets, pharmacies, the subway, the bus, the MOC, boiler house, Zenith, Motorworld, beautiful parks and playgrounds. By public transport you can reach downtown in 15 minutes",,2014-08-01,within an hour,100%,48.19126,11.61743,1.0,2.0,4.0,301.0,2,365,6.7524419963050075
1353700732259435413,5.0,1,55m2 Wohnung in München,Your close to the City Center and the Oktoberfest. Laim also have a lot of shopping possibillities...,,2023-08-03,a few days or more,38%,48.14279,11.50647,1.0,1.0,2.0,200.0,1,150,5.152774911044608
1354000427845865054,4.86,14,apartamento en el centro,Enjoy the simplicity of this quiet and central accommodation.,,2015-11-11,within a few hours,100%,48.17468754219667,11.588227523540036,0.0,1.0,1.0,87.0,3,15,4.255640547224093
1354115174482461938,,0,Zimmer an der Messe München,"Offer rooms, right at Messe München.<br />Included parking space",,2021-02-20,,,48.1313619083293,11.703957996451583,1.0,1.0,1.0,206.0,4,9,9.560913708677322
1354119127513581322,,0,"120qm, 4 Zi. Altbauwohnung","Spacious and cozy old apartment on the outskirts of Munich. Great starting point to explore Munich (15 min S-Bahn Allach to main station or Hackerbrücke to Oktoberfest) and enjoy the peace and quiet on site (playground, beer garden, lakes). Parking  in the yard, 2 bedrooms with 1 double, 2 single beds. Living, dining room, balcony, 2 bathrooms, kitchen-living room, piano, barbecue, children's toys, washing machine, dryer.<br />no parties!<br />Caution, kitchen work surface is very high (100cm)","The apartment is located in a 5-party house. Our apartment is on the 2nd floor. Caution, the ground floor is a raised ground floor, so you think you're on the second floor when you're actually on the first.",2016-07-09,within a day,100%,48.1970454,11.4602354,2.0,2.0,4.0,558.0,1,100,10.817245919016688
1354229699664575849,5.0,1,150m2 Appartment mit Sonnenterrasse an der Isar,"We rent our 150 m², bright and quiet 3-room apartment with views over the Isar Valley while we are traveling.<br />The apartment has everything you need for a perfect stay. (Fully equipped kitchen for cooking, 2 rooms for sleeping/working (optionally with second desk) and an upper floor with a large, private terrace. <br />Grocery stores + public transport within walking distance. (10 min: S-Bahn Solln/U-Bahn Tierpark, bus) + free parking.",,2014-12-01,within a day,67%,48.08254,11.53711,2.0,2.0,2.0,172.0,4,14,6.7291067763072165
1354260230317124527,,0,wunderschönes  zimmer in München,"In this superbly located place you will have easy access to everything you need. Excellent and cozy room! Well located region, just minutes from the center of Munich, close to restaurants, bars, supermarkets, Olympiapark, Luitpoldpark and with easy access to metro and buses. <br />enchanting place!!!",,2023-03-04,within an hour,100%,48.16577777821432,11.570606062131786,1.0,1.0,1.0,95.0,2,15,3.1780988198023423
1354336603639710740,3.0,1,Hello! I am waiting for guest,"Centrally located, this place has easy access to everything as a whole group.",,2018-09-06,a few days or more,0%,48.07738,11.51767,1.0,1.0,1.0,54.0,1,365,7.93139016625425
1355616157334614253,5.0,3,Cosysuite in Cityhaus mit Garten,"Enjoy the good life at this quiet and centrally located home. Only 15 minutes to the center of Munich.<br />At the station (U6) Harderner Stern there is a shop center with supermarket, bakeries, post office, bank, cafes and much more. Westpark can be reached in 5 minutes by bike (which you are welcome to borrow). <br />You can choose between 2 bathrooms and a bathtub room. Or relax in the clearing of the enchanting garden. You are welcome to cook vegetarian meals in the kitchen-living room.",,2016-10-31,within a few hours,75%,48.116718286166574,11.4925142750144,2.5,1.0,4.0,114.0,5,365,6.56941355861354
1355661901942553001,4.88,8,Zwei gemütliche Zimmer einzeln zu vermieten,"Quiet rooms in a good location with direct bus and metro connections (trade fair, old town, Oktoberfest).<br />Lines U5, U7, U8, bus 155 right outside the door, highway A 8 (excursions to the mountains and the famous lakes)",,2015-02-06,within a few hours,100%,48.111580556326814,11.627185307443142,1.0,1.0,1.0,150.0,1,15,4.793927190658201
1356470595354376841,5.0,2,Zentrale Wohnung - Maxvorstadt,"Me and my friend love our cozy apartment in Maxvorstadt and occasionally rent out our 63 sqm apartment with south-facing balcony.<br /><br />The apartment is bright, well maintained and is on the 5th floor (without an elevator). The kitchen is fully equipped and an electric grill is ready.<br /><br />The Josephsplatz subway station as well as the supermarket or bakery are less than 5 minutes away. <br /><br />Parking on the street is possible but not cheap. In the evening, finding a parking space can be challenging",,2014-06-04,within a day,100%,48.156527935639,11.563436901441312,1.0,1.0,2.0,153.0,1,30,2.3079442172744162
1356741890749890871,5.0,14,"10 min U-Bahn zum Zentrum, sehr ruhig & elegant. 2",10 min by subway to the main train station. Very quiet and elegant room<br /><br />Have listed 2 more rooms! Please also note the other listings<br /><br />1 person:<br />https://www.airbnb.de/rooms/1356741890749890871?guests=1&adults=1&s=67&unique_share_id=5306923b-23bf-49b5-906a-41bc76c0a1dd<br /><br />1-2 people:<br />https://www.airbnb.de/rooms/1412531385541255974?guests=1&adults=1&s=67&unique_share_id=49650359-24ae-4039-9ea0-444c82e58858<br /><br />Check-in after 5:00 pm<br />Check-in after 2:00 p.m. + €20<br /><br />Luggage can be stored,,2025-01-29,within an hour,100%,48.132645,11.499808,1.0,1.0,1.0,94.0,2,14,5.637039642072682
1357133037324385488,4.95,20,"Nettes kleines Zi. , 15 Min. vom Hauptbahnhof",Enjoy Munich in a quiet room!,,2022-10-01,within an hour,100%,48.13429930264314,11.499402820443176,1.0,1.0,1.0,78.0,2,365,5.652767960842404
1357259218252661021,4.86,21,Gemütliches Studio Appartement,"Welcome to our studio apartment in the trendy Glockenbachviertel, one of the most lively and charming districts of Munich.<br />Whether for a city trip or a business stay, here you will feel at home.",,2019-09-19,within an hour,100%,48.12823399929209,11.572512164711952,1.0,0.0,1.0,213.0,2,365,1.039777502900049
1357279770226893154,4.53,62,Cozy Little Room in Munich,"Cozy room in Munich center in a quiet location, 50m from 2 supermarkets Penni and Lidel, also close to bus and subway,with everything you need for a pleasant stay, kettle and tea we ask in room",,2017-01-21,within an hour,100%,48.10851,11.6359563,1.0,1.0,1.0,74.0,1,365,5.521164349184811
1357284719830143244,5.0,1,Wohnung Trudering nahe Messe München,"Beautiful and modern apartment near Messe München.<br /><br />Quiet location. <br />Very high cleanliness. <br /><br />Underfloor heating in the room, hallway, kitchen, as well as in the bathroom are provided. <br /><br />The kitchen is fully used.  Equipment and appliances are sufficiently available. You are also welcome to use a new fully automatic coffee machine.<br /><br />The living room may also be used on request.",,2017-04-28,a few days or more,14%,48.112094974550665,11.707496009767056,2.0,1.0,1.0,185.0,1,365,10.197098171321729
1357987176933742001,5.0,8,Große zentrale Wohnung München,"Stylish apartment in the Glockenbachviertel – 3 min to the Isar<br /><br />Large, bright apartment on Dreimühlenstraße, in the middle of the popular Glockenbachviertel. Only 3 min. to the Isar and near Goetheplatz & Fraunhoferstraße.<br /><br />✅ Bedroom + sleeping couch<br />✅ Fully equipped kitchen<br />✅ Workspace & washing machine<br />✅ Beautiful wiev<br /><br />Perfect for city explorers & business travelers. Surrounded by cafes, restaurants & bars, metro quickly accessible.",,2022-10-24,within a day,50%,48.12295199661288,11.56160237491151,1.0,1.0,2.0,107.0,1,365,1.9046670047185332
1358041744155497372,,0,Cozy Room near Schwabinger Tor.,"You can rent this cozy room near the central Schwabinger Tor north of Munich. <br />The whole apartment includes a shared use Kitchen, Living Room, and a Washing Machine if needed.<br />Secret travel tips and outstanding hospitality are guaranteed.",,2025-02-16,,,48.17702,11.58537,1.0,1.0,1.0,65.0,1,365,4.469044769215971
1358156936372060259,5.0,8,"Room/own bath in Family House, 15 Min Oktoberfest","Centrally located: subway to Oktoberfest 10ms, 30ms fair, Allianz Arena 30ms, city center 15ms. Quiet location, huge garden, lots of space, relaxed residents (mostly 1 person) incl. friendly medium-sized dog, bus stop in front of the house, 8 ms walk to the subway U3 Machtlfinger Straße. Coffee/ tea/ toast/ croissants etc available. Many stores in 10-15ms walk (McDonalds, discounters, Woolworth, clothing, drinks, drugstore, bakery, DIY, garden center, Mediamarkt etc.), restaurants.",,2025-02-16,within a few hours,100%,48.09038,11.51489,1.0,1.0,1.0,83.0,1,365,6.893239679860464
1358514294798030050,4.94,18,Neu! Münchner Oase mit zwei Terassen,"🛏 Queen size bed (1.60 m) – Premium mattress & pillows<br />🌞 2 private terraces – with table, chairs & hanging chair<br />🔥 Cozy – underfloor heating & modern design<br />👨‍🍳 Fully equipped kitchen – induction, oven, microwave, coffee maker & more<br />📺 Entertainment – Fast Wi-Fi & smart TV (Netflix, Prime, YouTube)<br />🚿 Luxury bathroom – rain shower & washing machine<br />📍 Top location – Quickly in the center<br />🅿 Free parking<br /><br />Book ✨ now & enjoy! ✨","The apartment is located in Sendling, a quiet & charming district of Munich with lots of greenery, great restaurants & all the main shops nearby.<br /><br />🚆 Excellent connection:<br />➡️ From S-Bahn Mittersendling – Directly to the center (10 min to Central Station, 15 min to Marienplatz).<br />➡️ Bus line 53 – Fast connection to other parts of the city.<br /><br />🛍 Everything within walking distance: supermarkets, cafes, bakeries & drugstores – ideal for a stress-free stay.<br /><br />🍽 Great choice of restaurants & cafes in the area – from traditional Bavarian to modern & international.",2021-12-19,within an hour,100%,48.1041657,11.5290456,1.0,1.0,1.0,194.0,3,90,5.049562250846574
1359250339854761685,4.67,6,Charmantes Apartment am Englischen Garten,"Charming apartment with a private terrace in Munich's Herzogpark.<br />Stylishly furnished apartment in the exclusive Herzogpark am Englischen Garten  – ideal for a short stay in Munich. Enjoy relaxing hours on your own terrace. No kitchen area, but numerous cafes and restaurants nearby. Peaceful location, yet central – perfect for business or leisure. Enjoy a stylish experience at this centrally-located home.",,2025-02-08,within an hour,100%,48.15042,11.60374,1.0,1.0,1.0,198.0,2,365,2.551955966610719
1359481760396146006,5.0,27,※ Flatista Homes - Isabella※ 3BR Deluxe,"NEW OPENING after core renovation! <br /><br />This unique accommodation is located right in the HEART of Munich directly opposite the Technical University of Munich.<br /><br />- Perfect for groups (e.g. families, groups of friends or company groups, etc.)<br />- Large accommodation with 3 bedrooms, 2 bathrooms each with shower and toilet <br />- Directly opposite the TU Munich<br />- Theresienstraße subway can be reached by foot in 6 minutes.<br />- Bus stop Technical University at your doorstep",,2013-08-02,within an hour,100%,48.1497,11.5663,2.0,3.0,6.0,1122.0,1,365,1.5286334212886739
1359497445800279746,5.0,24,※ Flatista Homes - Gisela※ 2BR ※,"NEW OPENING after core renovation! <br /><br />This unique accommodation is located right in the HEART of Munich directly opposite the Technical University of Munich.<br /><br />- Perfect for groups (e.g. families, groups of friends or company groups, etc.)<br />- Large accommodation with 2 bedrooms, 1 bathroom with shower and toilet <br />- Directly opposite the TU Munich<br />- Theresienstraße subway can be reached by foot in 6 minutes.<br />- Bus stop Technical University at your doorstep",,2013-08-02,within an hour,100%,48.14986179996647,11.564759921579842,1.0,2.0,4.0,759.0,1,365,1.598231516906909
1359567339768176201,5.0,18,Comfortable and modern house in perfect location,"A very comfortable, completely furnished and nicely decorated house with large social areas, big bedrooms, gym, garden and parking in a very nice area of Munich.<br /><br />3 floors:<br /><br />Floor 1: Completely equipped kitchen, dining area and a large living room.<br /><br />Floor 2: 3 bedrooms, bathroom and balcony.<br /><br />Floor 3: Big bedroom, office space and gym.<br /><br />Free private parking. Supermarket, pharmacy, bakery, biergarten, nature and public transportation just around the corner.",,2024-06-20,within an hour,100%,48.08136028945877,11.67173249443275,2.5,4.0,4.0,322.0,1,30,9.482378922642326
1359750975641064733,5.0,2,Apartment nahe Uni & Innenstadt,"Welcome to our charming 30 sqm apartment in Adalbertstraße, the perfect retreat in the heart of Munich! Our cozy studio offers everything you need for a comfortable stay.<br /><br />This apartment is ideal for travelers who want to discover the vibrant life of Munich while looking for a quiet place to relax. Looking forward to hosting you soon!",,2022-02-07,within a few hours,60%,48.152175,11.578377,1.0,1.0,1.0,232.0,3,365,1.659650689025824
1360157989400404829,5.0,3,4* Apartment near BMW,Beautiful apartment for up to 7 people in Munich,,2024-03-11,within a few hours,88%,48.1871306,11.5629597,2.0,3.0,5.0,850.0,5,365,5.609026760195707
1360727661661003197,4.82,11,Cozy private room with workplace,Enjoy staying in a cozy room at my place close to the beatiful Westpark🌳🐿️<br /><br />It is well connected:<br />- 10mins walk from U-Bahn U4 and U5 Westendstr<br />- 3 Mins to Tram<br />- 10 mins to multiple Busses from the Westendstr <br /><br />so in 15/20 Minutes you can reach Main Station (Hauptbahnhof) or Stachus and the City Center<br /><br /><br />Please be aware I am living in the flat myself so there is NO KITCHEN ACESS,,2015-07-06,within a day,70%,48.12768,11.51802,1.0,1.0,1.0,71.0,1,365,4.395478428532924
1360800384706964432,,0,Wiesn Stay: 2.5-Room Penthouse with Terrace,"This beautiful 2.5-room penthouse apartment is located on the 3rd floor of an impeccably maintained  house surrounded by magnificent, listed buildings of the historic Gern villa colony, situated directly on the Schlosskanal, it offers a truly charming residential setting. The sunny and spacious rooftop terrace offers a wonderful view. The infrastructure is excellent: 'Gern' (U1) underground station is just a few steps away, providing quick connections to central train station & Theresienwiese.",,2016-03-27,within an hour,100%,48.15918,11.5303,2.0,2.0,2.0,333.0,2,365,4.134110712433334
1360858858212931414,4.67,9,"ruhige, zentrale Lage in Alt Schwabing","From this centrally located place you are in no time in the English Garden, in the colorful Schwabinger scene or the big museums.","Upscale residential area, a very quiet side street overlooking the park of Werneck Schlösschen.",2025-02-05,a few days or more,0%,48.15857250881578,11.5898671602223,1.0,1.0,2.0,60.0,4,186,2.588382669198844
1360897623312937024,,0,City center and green area,"Our flat is a very charming place to stay in München, the terrace with trees around is the highlight of the flat!<br />15 minutes far from Council Square (Marienplatz), direct train.<br />It is the flat where we live and we rent it as we are very often travelling around!",,2017-06-01,,,48.10615,11.5431,1.0,1.0,2.0,135.0,2,365,4.221367780944094
1361438251693170927,5.0,2,Room in Munich East with Garden and Projector,"Looking for a comfortable and affordable place to stay? Our cozy room is perfect for solo travelers, couples*, or anyone looking to explore the area! <br /><br />Room Features:<br />🛏️ Comfortable bed with fresh linens<br />🪑 Dedicated workspace<br />🌟 Plenty of natural light  <br /><br />Shared Amenities:<br />🍽️ Fully equipped kitchen<br />🛁 Shared bathroom - clean and well-maintained  <br /><br />Additional Perks:<br />🌐 Free Wi-Fi<br />🛒 Grocery stores<br /><br />*Single bed - extra matress can be provided for couples",,2023-03-01,within a few hours,100%,48.11988621114264,11.667997838123233,1.0,1.0,1.0,70.0,1,3,7.139703440161562
1362122405162562906,5.0,2,Luxus Wohnung in Maxvorstadt.,"Modern city apartment right on Josephsplatz.<br />Furnished with love and equipped with many luxury designer brands, warmly invites you. <br /><br />Our apartment is perfect for one to two people. <br />Bakery and great restaurants is in walking distance.",,2015-04-08,within an hour,90%,48.15185388201009,11.568608408471867,1.0,1.0,1.0,330.0,3,365,1.6874285819235992
1362275400924245002,4.97,32,Charming 2-Story City Town House,"Escape to our newly renovated 2-story, 2-bedroom apartment nestled in the inner courtyard (Innenhof), where modern design meets cozy cottage charm. Unwind in the spacious and warm living room adorned with skylights or retreat to the serene downstairs bedrooms. Located in Sendling, a peaceful yet convenient neighbourhood, you'll enjoy easy access within minutes to Munich’s top attractions and city center. A stylish, modern and comfortable haven—perfect for relaxing after a day of exploring!",,2023-04-01,within an hour,100%,48.12409881678312,11.547536684528538,1.0,2.0,2.0,650.0,3,15,2.5432817881663317
1362356573366476153,5.0,8,Gärtnerplatz Deluxe View Studio,"Unique tower room with views over Gärtnerplatz.<br /><br />Welcome to an exceptional retreat right in the heart of Munich. This charming tower room offers you not only an exclusive location above the rooftops of the city, but also a breathtaking view over the Gärtnerplatz Square over the rooftops of the popular Gärtnerplatz district.<br /><br />The stylishly furnished room impresses with its high, round ceiling and large windows that flood the room with light.",,2025-02-22,within a day,80%,48.12928695343306,11.57367828699301,1.0,1.0,1.0,170.0,3,365,0.909198755276691
1362475959239873109,1.33,3,Schönes WG Zimmer im Zentrum,This cozy place will have a great time.,,2020-02-01,within a day,65%,48.14799611802894,11.57392911750203,1.0,1.0,1.0,54.0,7,365,1.185885368296044
1362570388559910624,4.5,6,Olympiapark - modern 3 room flat,"- centrally located in Olympiapark<br />- 3 mins walk to subway station Olympiazentrum (15 mins to city center) <br />- modern spacious apartment with 2 bedrooms and a large living room on 10th floor (elevator)<br />- 18 qm balcony with view over Olympiapark and the Alps <br />- fully equipped open kitchen and dining area<br />- 65 inch HD TV, Bluetooth speakers, WiFi<br />- hair dryer, washing and drying machine","- Edeka supermarket, restaurants, bakery and ice cream cafe, post office, bank just down the stairs<br /><br />- 5 min walk to Olympia Park, BMW Welt",2025-02-22,within an hour,100%,48.18308,11.55245,1.0,2.0,1.0,178.0,3,365,5.360160187287709
1362842014033680182,3.0,4,Süße Wohnung mit Charme,"If you stay at this centrally located home, your family has all the important points of contact nearby. <br />By bus, tram, subway connections.",,2016-01-20,a few days or more,40%,48.12283,11.59273,1.0,1.0,2.0,144.0,4,365,2.0649807895633714
1363042926832930270,4.67,15,Munich Maisonette,"Go West!  Duplex apartment for four people in the west of Munich. Bus is just around the corner and a 10 minutes walk to the next SBahn station Obermenzing. <br /><br />There’s a separate entrance.  You have the place to yourselves.  Come and go whenever you like.  There are two foldout double beds, a bathroom with a shower, small fridge and a coffee machine.  And we have all the high-speed WiFi you could ever want. No TV. <br />That’s it!",,2020-02-26,within an hour,100%,48.16648,11.46679,1.0,2.0,2.0,159.0,1,7,8.685299942454577
1363092122362943142,4.92,13,Altbaupalästchen mit Terrasse,"Spacious loft-like apartment with private terrace in the center of Munich – right next to the U2 Josephsplatz (trade fair & main train station), within walking distance to the Pinakotheken. Ideal for 1-2 people: bedroom with storage space, shower room, kitchenette, workplace with good WiFi, spacious living room with TV & Pleyel piano. The heart of the property is the large, sunny, green terrace – a quiet luxury in the middle of the city. On request: a recliner in the living room for independent rest. Art & comfort combined.","You'll be staying in one of Munich's most popular neighborhoods – quiet, green and at the same time super central. In a few minutes you are at the subway (U2) or at the bus stop, which takes you directly to the highlights of the city: Odeonsplatz, Universität, Hauptbahnhof. The English Garden, the Pinakotheken and the Olympic Park are within walking distance – perfect for walks, jogging or simply to relax. Cafes, small shops and everything for everyday needs can be found just around the corner. Welcome to your urban retreat with a feel-good factor!",2011-09-07,within a few hours,100%,48.15612,11.56282,1.0,1.0,1.0,301.0,3,19,2.2845344731490584
1363691506772191446,5.0,1,Cozy Room in München Schwabing,"Two cozy rooms each with one bed (140 × 200 cm), quiet but centrally located with large dining kitchen. Very well connected to the city. Grocery store, organic shop and drugstore just opposite. There are a few beautiful parks nearby (Olympiapark, Luitpoldpark, English Garden) that create space for recreation. Friendly host is included in the package;)",,2023-05-23,within an hour,100%,48.16484988157157,11.56507642974815,1.0,1.0,1.0,100.0,1,365,3.149871490067466
1364503866973002507,5.0,1,Zimmer in Familienwohnung,"If you stay at this centrally located home, you'll have all the important points of contact close by. The apartment is cozy and at the same time airy and bright. You have a room in our family apartment.",,2012-07-20,within a few hours,100%,48.12768651568179,11.569740706553006,2.0,1.0,1.0,162.0,2,35,1.1576985974330973
1364605924821173642,,0,"Große, traumhafte Altbauwohnung","Enjoy Munich like a local in this charming historic apartment that blends flair and modern comfort. <br /><br />With 90 m², a spacious living room, cozy bedroom, home-office space and a sunny balcony, it’s perfect for work and leisure. High ceilings and large windows create a bright, stylish atmosphere. <br /><br />Best of all: the famous Oktoberfest grounds are just 20 minutes away – ideal for travelers who want both relaxation and the Munich experience.",,2012-09-03,within a day,100%,48.11353,11.59424,1.5,1.0,1.0,457.0,2,35,2.9966598603566212
1364642990326307460,5.0,2,Außergewöhnliche Maisonette Wohnung,"Light-flooded duplex apartment on 2 levels near Olympiapark & Nymphenburg Castle<br /><br />Our 66 m² duplex apartment has 2 levels, including a separate bedroom, a fully equipped kitchen, a sofa bed and Wi-Fi. Two western balconies invite you to relax overlooking the countryside. <br />The location is idyllic, with quick access to downtown. Perfect for couples & business travelers!<br /><br />Looking forward to seeing you soon!",,2021-05-29,within a few hours,67%,48.16452,11.53561,1.0,1.0,1.0,128.0,5,29,4.223520060445466
1364660118257973594,,0,Zimmer in Gemütlicher Lage,"Hi,<br /><br />We have a room with a double bed and a private bathroom in our beautiful apartment. Fully equipped kitchen, washing machine and Internet included. Just get in touch if you have any questions!☺️",,2019-07-10,,,48.18210309244881,11.56622020045718,1.0,1.0,1.0,45.0,1,15,5.019889870043474
1364726029393564725,4.96,28,※ Flatista Homes - Nymphenburg Suites ※ 2BR ※,"NEW OPENING!<br /><br />This unique accommodation is located within a new building district of the Nymphenburger Höfe directly on Stiglmaierplatz Munich. <br /><br />- Perfect for groups (e.g. families, groups of friends or company groups, etc.)<br />- Large accommodation with 2 bedrooms, 1 bathroom with shower and separate toilet<br />- Right at Stiglmaierplatz (subway and bus)<br />- To the central station and downtown by subway in 5 minutes",,2013-08-02,within an hour,100%,48.150101036108666,11.556724004746492,2.0,2.0,6.0,1048.0,1,1125,1.9822060028731
1365168247457431790,4.81,43,Modernes & gemütliches Apartment,"Stylish designer apartment – 10 minutes to Marienplatz<br /><br />Experience comfort in an exclusive location! The apartment is only 5 minutes to U4 Böhmerwaldplatz, from there 10 minutes to Marienplatz. Supermarkets, cafes and restaurants right outside the door. Perfect connection to Messe München within 10 minutes.<br /><br />• Underfloor heating for maximum comfort<br />• Cozy double bed & TV<br />• High-speed Wi-Fi & desk<br />•Fully-equipped kitchen<br />• Rain shower & high quality towels<br /><br />Book now & enjoy Munich!","Welcome to Bogenhausen – Munich's most exclusive & expensive residential area<br /><br />The apartment is located in Bogenhausen, Munich's most upscale district, where celebrities and entrepreneurs are at home. Here you can enjoy luxury, tranquility & best connection at the same time.<br /><br />Central location & quick accessibility<br />	• 	Prinzregentenplatz right around the corner – one of the noblest addresses in Munich<br />	• 	Böhmerwaldplatz and Vogelweideplatz as a public connection and from there within 10 minutes by U-Bahn [subway] to the city.<br />	<br />Upscale Restaurants & Cafés<br />Enjoy exquisite cuisine – from starred restaurants to cozy cafés with the finest patisserie.<br /><br />Exclusive shopping<br />Maximilianstraße, Munich's most famous luxury shopping mile, is minutes away by car or U-Bahn. Here you will find designer boutiques & fine concept stores.<br /><br />Green oases & recreation<br />The English Garden, one of the largest parks in Europe, is just a fe",2021-12-05,within an hour,99%,48.13998,11.61906,1.0,1.0,1.0,187.0,1,1125,3.2498276359598264
1365189332532427187,4.89,18,Frida’s Room,"Welcome to your very personal retreat in Munich! Our unique Frida Kahlo themed room has been designed with love and dedication to provide you with an unforgettable stay. Inspired by the iconic artist and her colorful, passionate style, this room will enchant you with its creative flair and cozy ambiance. We as a family are your point of contact and live next door, so you can feel safe.",Located in a quiet residential area on a very low-traffic road. Bus stop is a 5-minute walk away. This provides good connections to Pasing and Munich city center.,2017-04-18,within an hour,100%,48.13456559999999,11.4584614,1.0,1.0,1.0,106.0,2,365,8.686171394395345
1365726656655262120,4.5,6,Scape,Take a break and unwind at this peaceful oasis.,,2024-10-30,within an hour,100%,48.18641,11.55286,1.0,1.0,1.0,84.0,2,365,5.70340131061237
1365870026706221611,5.0,16,"Colourful apartment,  quickly in the city center",The whole group will enjoy easy access to everything from this very conveniently located place. Shops of everyday needs are within walking distance.,,2020-09-12,within an hour,100%,48.13619519992964,11.611093026305106,1.0,1.0,2.0,285.0,3,365,2.6491206772178417
1365973939420435316,5.0,1,"Room Afrodite, BRAND NEW","Chic and cozy separate room in a two-room apartment on the 3rd floor , 5 minutes walk from the metro U-1/2 Kolumbusplatz. <br /><br />PLEASE NOTE that bookings are only possible for dates starting maximum 15 days in the future, counted from the first available date in the calendar.<br /><br />RENTAL ONLY FROM 3 MONTHS!<br /> <br />We give the landlord's certificate.",,2023-06-19,,,48.1189733,11.5723671,1.0,1.0,1.0,36.0,91,730,2.0592497646956325
1365982447730259313,,0,"Room Adonis, BRAND NEW",,,2023-06-19,,,48.1189733,11.5723671,1.0,1.0,1.0,35.0,91,730,2.0592497646956325
1365987547584791564,5.0,1,"Apartment Dionysus, BRAND NEW","Chic and cozy two-room apartment on the 3rd floor , 5 minutes walk from the metro U-1/2 Kolumbusplatz. <br /><br />PLEASE NOTE that bookings are only possible for dates starting maximum 15 days in the future, counted from the first available date in the calendar.<br /><br />RENTAL ONLY FROM 3 MONTHS!<br /> <br />We give the landlord's certificate.",,2023-06-19,,,48.1189733,11.5723671,1.0,1.0,2.0,62.0,91,730,2.0592497646956325
1365991976939738803,5.0,1,"Apartment Poseidon, BRAND NEW","Chic and cozy one-room apartment on the ground floor,  just 5 steps to enter, 5 minutes walk from the metro U-1/2 Kolumbusplatz. <br /><br />PLEASE NOTE that bookings are only possible for dates starting maximum 15 days in the future, counted from the first available date in the calendar.<br /><br />RENTAL ONLY FROM 3 MONTHS!<br /> <br />We give the landlord's certificate.",,2023-06-19,,,48.1189733,11.5723671,1.0,1.0,1.0,51.0,91,730,2.0592497646956325
1366515003912898155,4.67,3,Schöne Wohnung im Herzen München,"Stylish accommodation right next to the English Garden. Our beautiful three-room apartment is surrounded by greenery and water. We are in the center of Munich between the Isar and Eisbach. A morning swim in the cold water, a coffee to go on the way to the museum, a snack in the beer garden, a bike ride along the Isar or a round of surfing on the famous Eisbachwelle. You can do all this with us and much more. In 10 minutes you are in the most beautiful places in Munich.",,2016-01-02,a few days or more,10%,48.14567,11.59289,1.0,2.0,1.0,110.0,1,60,1.5896100439506882
